source,date,rating,visit_date,source_url,platform_rating,platform_reviews_count,captured_at,evidence_type,text,mentions_queue,mentions_price,mentions_crowd,mentions_fastpass,mentions_app,mentions_children,sentiment,attractions_mentioned
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Очень люблю остров мечты, тут супер аттракционы!! Работники тут чудо, потому что в основном молодые девушки и парни, с которыми посетители ловят вайб)",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Место неплохое, ходили сюда отмечать день рождения. Есть классные аттракционы, а так же и скучные, но это все объяснимо. Единственное что я не понимаю - стоимость билетов, мы ходили с экспресс проходом… Очень дорого, я бы не сказал, что все аттракционы оправдывают стоимость, но что есть, то есть. Спасибо и на этом",False,True,False,True,False,False,negative,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Крупнейший в Европе крытый парк развлечений! Масса аттракционов на любой возраст и потребности, концерты, шоу, рестораны, кафе, магазины, огромный ландшафтный парк с разносторонними активностями, летний городской бассейный клуб, летний кинотеатр, яхт-клуб.... В общем…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Потрясающий парк, где каждый взрослый может почувствовать себя ребенком, а дети испытать лютый восторг !",False,False,False,False,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Если идете в выходной, праздничный день или в каникулы очень рекомендую приобрести fast pass и не стоять в очереди на аттракционы",True,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Были с детьми на новогодние праздники. Оооочень много людей. На аттракцион с лодочками ждали очереди около часа. Это минус. Из плюсов: аттракционы на любой возраст и интерес, есть детская площадка, там , где Смурфики. После покупки билета пришло предложение на…",True,True,True,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"невероятное место, чтобы получить кайф и адреналин, очень здорово все оформлено, много разных локаций в разных стилях. кроме аттракционов, закупиться можно чем угодно и покушать. цены приемлемые за такие развлечения. очереди правда большие, но это терпимо, пока стоишь, моэно рассмотреть все вокруг и клево пофоткаться",True,True,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Как парк аттракционов Остров мечты просто шикарен, если приходить в ""правильный"" день, то очередей особо и не будет. Сами аттракциона есть на любой уровень экстрима, хотя лично мне хотелось бы побольше…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Парк развлечений отличный. В любую погоду можно кататься на аттракционах. Лучше конечно придти в будний день, народу меньше, в выходные придется стоять в очередях на аттракционы. Здесь можно провести целый день! Полно кафе/ресторанов, туалетов…",True,False,True,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Давно хотела побывать в этом парке, наслышана была разного. Месяц назад побывала с подругой, был будний день. Билеты купили обычные. В будний день (видимо смотря в какой), очередей не особо, почти всё, что было доступно для посещения я попробовала. Больше всего понравился…",False,True,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Сегодня 18.02.2026 посетили это чудесное место с детьми!!! Будний день, очередей нет, мы накатались от души!!! Сыновья 15 и 11 лет, экстремалили , мы с дочей скромнее, но на Кобре всё же 2 раза:))). Персонал приветливый, развлечений много на любой вкус и возраст! Перекусить можно в кафе! Классное место!!!",False,False,False,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Посещение 7 мая 2022 года. Отличный парк, хорошие не заезженные (в смысле обыденности) аттракционы. Ехали с некоторым скепсисом, так как есть с чем сравнить (Диснейленд не только в Париже , Авентура). На закрытой (в помещении) территории сделан по максимуму для всех…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Недавно были тут, всё идеально. Рай для детей, хорошие горки и кафе. Особенно советую горку черепашки-ниндзя, очень быстрая и манёвренная горка, хороший и быстрый персонал",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Нам повезло быстро проходили на все аттракционы. Трансильвания конечно любовь деток. Попкорн огонь, а вот с едой конечно так себе. Заезжаете за парковку крытую,перекусываете до захода в парк и шлепаете довольные. В целом вообще классно, а если народа немного…",False,False,True,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Приходили в будень день ,с утра очередей практически не было ,на вечер только набежали ,но не критично.Понравилось всем детям от 6 до 18 лет.Самые экстремальные горки подарили максимум впечатлений.…",False,False,False,False,False,True,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Были в среду. Все понравилось. Было немного людей, очередей не было. Билет купили заранее на сайте. Очень комфортный отдых. Расположен рядом с метро. Есть большая парковка, в среду было много свободных мест. Покатались на всех аттракционах и по несколько раз на самых…",True,True,True,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Я ходила на концерт Чумакова в концертный зал Москва, а он находится в Острове Мечты, огромное пространство с детскими развлечениями, мне лично не хватало воздуха, душновато, тк мы были без детей и пришли на концерт, то хотели посидеть в кафе перед ним, но мест нигде не было…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,Шикарный парк аттракционов ! Детям очень нравится! Особенно сыну (рост 149 см) на все аттракционы пускают и он доволен! Оформлено все сказочно ! Нам повезло и в пятницу в 17.00 не было почти очередей и обошли все,False,False,False,False,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Вчера почитала все негативные отзывы и как хорошо, что я в них не поверила!!! Мы приехали в парк в 10:30. Народа было очень мало. Дети спокойно катались на чем хотели. (у меня сын 12 лет и дочь 11 лет). Мы были в парке до 18:00. Очереди видела, но в них не стояла. Воду и…",True,False,True,False,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Это что-то с чем-то! Всем советую посещение данного комплекса. Эмоции строго положительные. Были с девушкой, нам по 20 лет, хочется вернуться снова! Советую брать сразу максимальный билет, если целью является…",False,True,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Прекрасное место. Страшные но в тоже время впечатляющие аттракционы. Получила море эмоции и воспоминаний. Внутри ощущение будто ты действительно оказался в другом мире. В мире мечты. Полностью довольна поездкой. Также радует скидка, которую дают…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Отличный парк, думаю, в России с ним нечему сравниться. Для детей- действительно мечта! Сделан по аналогии с Диснейлендом- аттракцион+ тематическая зона с сувенирами, а в кафешках есть тематическая еда (блюда как из ужастика с червяками, мимимишное мороженое хелоу…",False,False,False,False,False,False,negative,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Ооочень понравилось данное место! Восторг! Были с подружкой в будни и людей было не так много, как наверное в выходные,очереди были приемлемые.А сами аттракционы- фантастика, дух захватывает. Само помещение,куда голову не поверни,везде красивые детализированные декорации, очень круто сделано!",True,False,False,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Очень любим остров мечты, в последний раз были в начале февраля в СУББОТУ!!! Пришли к открытию, дети сразу пошли на самые крутые аттракционы, ждав что будет наплыв народу позже, ноооо никаких сумасшедших очередей не было за весь день нигде! Прокатились на…",False,False,True,False,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Отдыхали недавно в очередной раз с семьёй, понравилось всё(за исключением цен, конечно, выросли здорово((…",False,False,False,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Первый поход с семьей в ""Остров мечты"" удался по нескольким причинам: 1. Пришли в пятницу, причем почти к открытию - очередей не было. 2. Аттракционы есть для всех возрастов, если у вас подросток-сорвиголова и если ребенок-дошкольник - можно идти 3. Для взрослых атракционы…",False,False,False,False,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Ну просто суперское место! Даже взрослым тут скучно не будет. Мы с семьей так классно провели время, просто в восторге!Особенно зацепили американские горки и молот судьбы-и нервы пощекотали, и повеселились знатно 😜Аттракционов огромное множество, они самые разные. Для…",False,False,False,False,False,False,positive,Молот судьбы
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Очередей нет, все карусели доступны практически без ожидания!!родители чувствуют здесь себя детьми…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Очень интересное красивое и классное место. Были первый раз, дети довольны. Аттракционы интересные, оформление супер. Перекус на каждом углу и в каждой локации. Магазины с , игрушками и одеждой, цены приемлемые. Приедем снова обязательно",False,True,False,False,False,True,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Просто не могу описать словами, насколько мне там понравилось. Огромное количество аттракционов на любой вкус, очень красивые локации для фото (особенно с Хеллоу Китти, прям в самое сердечко), только именно с ним и был казус, стояла женщина рядом с внешним…",False,False,False,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Мальчик, 34 года. Скажу честно - после всех лозунгов про «русский диснейленд» и кучи негатива в интернете был настроен скептически. Однако, после посещения - могу однозначно сказать, что оно того стоит. Отмечу достойный выбор кафе и напитков. Из аттракционов…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Невероятный развлекательный парк в Москве, масса эмоций. Аттракционы, анимация, декорации, актеры, любимые персонажи. Это очень зрелищно и масштабно. Советую 100% к посещению. Дети в восторге, и мы с мужем отрывались будто подростки) специально…",False,False,False,False,False,True,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Отличное место! Красивые тематические локации, удобная навигация, ну и, конечно, классные аттракционы! Аттракционы представлены для разных возрастов и для любой степени смелости 😄 Достаточное количество ресторанов и кафе, где можно как перекусить, так и плотно…",False,False,False,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"В будний день, четверг в январе - очереди совсем небольшие начались только после 2 часов дня. Но буквально сесть не в первый заход, а во 2-3. Без экстра-проходки, конечно. Что творится в выходные - не знаю.",True,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Прекрасное место с прекрасными аттракционами, весело будет не только деткам, но и взрослым. Ценник приемлемый, большинство аттракционов входят в стоимость билета. И лучше туда ехать в будний день до обеда, иначе очереди будут километровые.",True,True,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Отличное место ,мне очень нравится.Огромное здание как Диснейленд.Очень много аттракционов на любой выбор,обычно хожу на все аттракционы.Также вкусно кормят,мне нравится пицца ,но иногда много очередей,особенно по выходным.Всем советую сходить",False,False,False,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Можно спокойно провести весь день (стоя в очереди на аттракционы). Лучше приходить в будний день и с утра, когда меньше народу. Аттракционы разнообразные, любой найдет для себя подходящий. Удручает, что заплатив за вход немалые деньги, внутри за некоторые…",True,False,True,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,1. Огромные тематические пространства для детей и взрослых (вспомнить героев мультфильмов и походить в созданной атмосфере)…,False,False,False,False,False,False,negative,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Ходили всей семьёй (2 взрослых, 4 детей), соответственно 3 билета (семейный 4 12600 руб, и два стандартных по 3500). При входе удобный вместительный гардероб, далее большое разнообразие развлекательных зон с аттракционами, игровыми автоматами, тематическими фаст…",False,True,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Мы в восторге от Острова! Второй раз приезжаем, так как первый раз не успели все обойти. Очень здорово! Чисто, все безопасно, комфортно. Приветливые и доброжелательные сотрудники. Хотелось бы особо отметить сотрудников на входе в 3д аттракцион с динозаврами. Очень…",False,False,False,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Мы нашли идеальное время посещения - четверг, снежный апокалипсис в Москве, город стоит, а мы идем в Остров мечты. Народу правда…",False,False,True,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Ездили сюда с семьёй 8 апреля 2026 года. Семья многодетная к сожалению на 5 членов семьи программы нет, также нет скидок многодетным, ВБД, участникам СВО, пришлось приобрести один семейный на жену и 3 дочек, а себе полный. Сразу, когда заходишь на…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Были гостями в нашей столице, решили посетить самый большой парк развлечений в мире и уделить этому целый рабочий день, с 12 до 22 часов если память не изменяет.",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"« Остров мечты » посетили в 2025 году. Это настоящий праздник для души !!! Мы с мужем получили массу приятных эмоций: прокатились на экстремальных аттракционах, полюбовались декорациями тематических зон! Все четко организованно персонал приветливый , атмосфера волшебная!! Однозначно вернемся еще !!!",False,False,False,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Отличный парк для детей любого возраста. Провели здесь целый день, и дети не хотели уходить. На топовые аттракционы конечно очереди, но к вечеру стало проще. Много мест где можно поесть.",True,False,False,False,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Хочется сказать огромное спасибо кто построил Остров мечты! Посещали с двумя детьми 9 и 10 лет они в восторге! и мы взрослые побывали в разных сказках, катались на аттракционах, было очень приятно и весело! Сказочная атмосфера, очень красиво! Купили семейный тариф это…",False,False,False,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Посетили «Остров мечты» с детьми 5 и 9 лет — впечатления просто потрясающие! Парк невероятно красивый: яркие декорации, тематические зоны, повсюду персонажи из мультфильмов — дети сразу почувствовали себя в сказке.",False,False,False,False,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Были 28 апреля 2026 года (рабочий день, нет школьных каникул, мерзкая погода). Нам очень повезло. Народу было очень мало, на аттракционы очередей не было, не считая одного на воде - простояли аж 15 минут))). Очень отзывчивый, приветливый персонал, к детям очень внимательны. Спасибо) День рождения ребенка удался)",True,False,True,False,False,True,negative,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Были здесь впервые осенью, некоторые аттракционы были закрыты на ремонт, это немного огорчило, но в целом понравилось, очередей можно сказать не было. Удобно, что можно сдать вещи и ходить на легке , неудобно что нельзя выйти . Это вот прям вообще странно , за это сняла одну звезду.",False,False,False,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Кайфовое место! Устала там бегать))) цены доступные, идеально не в каникулы и выходные, в будни, очереди были, но без этого «сумасшествия!» Сын очень доволен. Я боялась кататься, мне страшно) так, на парочку зашла) Погулять там удовольствие! И паркинг удобный",True,True,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Ну что сказать был тут 3 раза 1 раз брал обычный билет, 2 раз был с детьми и тоже брал обычный очередь конечно обожаю, стоять по часу полтора чтобы покататься на одной. По итогу приехал 3 раз, но взял экспресс вход и о чудо все без очереди честно гордость даже берет…",True,True,False,True,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Пригласил девушку на свидание сюда.. Сомневался, мол слишком детское место, но на деле всё оказалось совсем по-другому. В парке множество самых разных развлечений, в том числе и для взрослых. Мы покатались на ледяной карусели, побывали в зеркальном лабиринте, на снежном троне…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Ходим раз в 3 месяца туда,название выдаёт само себя это правда Остров Мечты.Для родителей и детей одинаково.Родители наверно больше радуются чем дети это восторг.Аттракционы отличные.Кофе рестораны тоже хорошие,все блюда очень вкусные.Хочешь сладкое пожалуйста…",False,False,False,False,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"очень красиво с наружи и внутри. была несколько раз на др,хочу отметить тут же и свое. очень клевые горки: молот,храм огня,мельница и не помню название,то что то завязано со змеей. всем советую эти аттракционы!!! а также там есть много крутых магазинов,единственное очень дорого в…",False,True,False,False,False,False,negative,Мельница
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Хочу поблагодарить администратора и врача парка Остров мечты. Я была там с мамой и племянником (ему 4,5 года) 17 ноября 2025 года. Весь день катались на аттракционах, все было хорошо. Но когда мы пошли на последний аттракцион (воздушный поезд) ребенок расплакался и…",False,False,False,False,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Представление очень понравилось ! Восторг полный у всех членов семьи! Ходили с детьми 3 года, 7 лет и 9 лет. Понравилось всем. Костюмы,…",False,False,False,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"В прошедшие выходные впервые побывали в Острове мечты, ходили на представление «История игрушек». Яркое, красочное, завораживающее детей представление. Танцевали не только дети, но и мамы))) Больше всего нам - взрослым понравился костюм Тени и её…",False,False,False,False,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Решили детям на День Рождение сделать подарок и посетить парк Остров Мечты. Это был будний день, сентябрь, пришли мы к открытию, купили семейгый билет за 7800 на 4х, онлайн-покупка в этот день на сайте к сожалению не работала, но это мелочи. Очень переживала,…",False,True,False,False,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Прекрасный парк, дети разного возраста найдут развлечения по душе. Но время в очереди конечно удручает. Переплата за экспресс вход не оправдана. Даже с экспресс входом приходится ожидать . Наверно в будним дни комфортнее, но мы былы в выходной. Есть не компетентные…",True,True,False,True,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Очень крутое место для детей всех возрастов! Очень круто, что есть Шоколадница, совмещённая с игровой комнатой для детей. Есть как для детей постарше, так и помладше. Огромное количество аттракционов",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Отличное место для отдыха с детьми, масштаб впечатляет, да не экстремальные горки, но для детей лет до 13-14 огонь. Много кафе и ресторанов, много туалетов, цены очень даже приемлемые на еду. В некоторых ресторанах есть алкоголь. Много сувенирной продукции.…",False,True,False,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Хочу поделиться потрясающим местом - остров мечты! Невероятно красивое, праздничное и атмосферное место! Приехали с сыном 10 лет, билет купили онлайн за 2100/чел, это был вторник 02.12.25. На входе сумки особо не проверяли. Рекомендую сразу узнать о времени…",False,True,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Когда первый раз поехали туда, была в восторге. Некоторые люди пишут, что очереди слишком большие, а что вы хотели? За несколько минут пройти всю очередь. Естественно здесь нужно стоять в очереди и ждать…",True,False,False,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Неплохое место, если смотреть с точки зрения наполнения аттракционами. Но, как всегда дьявол кроется в деталях. Когда там был с дочерью, то процентов 20 аттракционов не работали. Плюс на каждый аттракцион сумасшедшая очередь. Портит всё впечатление…",True,False,False,False,False,False,negative,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Клевое место, особенно, если ребенок выше 140см. Тогда пропустят везде и можно составить компанию! Особенно понравились кинотеатры🫶 очень вкусные бургеры в кафе у отеля трансильвания ❤️ да и монстры клевые.",False,False,False,False,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Удивительное место, я его посетила первый раз перед Новым годом и это поистине волшебное пространство. Сам ТЦ город в городе, вы попадаете в атмосферу. Испанский Гауди, Английские будки, большая территория водного парка внутри центра, это очень красиво, особенно перед…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Большой парк аттракционов. Много локаций, предварительную информацию для посещения можно посмотреть у них на сайте. Есть и лёгкие карусельки, есть и очень страшные, каждый найдет по своему вкусу. Детям нравится, взрослым есть, где посидеть и подождать. Ну и…",True,False,False,False,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Побывал на острове мечты 5 лет назад, впечатления хорошие: плюсы:хорошие аттракционы, побывал там с мамой, сходили на аттракцион ""заброшенный дом"" мне понравилось, всё круто реалистично и детально сделано, пощекотать нервы можно, отдых с детьми тут…",False,False,False,False,False,False,negative,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Были с детьми 6-7 лет. Все супер, очереди ну это приемлемо, дети в восторге, но вот кафе возле замка трансельвании не айс. Котлета в бургере не проживать, картошка не солёная, только напиток смогли выпить и нагетсы сьесть) домашний кетчуп это томатный сок) странно в общем,не стоит тех денег",True,False,False,False,False,True,negative,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Шикарно, опять в детство окунулась! Были зимой, советую с собой брать сменку и бронировать шкафчик для вещей. В будни Нам пяти часов 🙈🥳 хватило посетить всё !!! и на аттракционе не по одному разу прокатиться, особенно Кобра 🐍... Рекорд- 3 раза!)))",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Ребёнку понравилось. Очень тяжело стоять в очереди, а так на любой вкус есть развлечения. Жарко очень. Цены огромные на билеты- детский 3250 и взрослые 3800, это если на сайте. Лучше брать экспресс, чтобы не стоять в очереди. Мне разово хватило сходить, нового ничего не будет, а это…",True,True,False,True,False,False,negative,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,Очень крутой комплекс и сами с мужем накатались и ребёнок в восторге от таких развлечений!!! Покупаешь билет и все горки все включено хоть сто раз на ней катайся!!! Очень всем понравилось! Купили билет семейный!!!,False,True,False,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Посещали остров мечты не первый раз, но в новогодние праздники впервые, начитавшись отзывов про толпы и невозможность покататься применили следующую тактику: в 12 дня зашли и сразу же покатались на нескольких самых желанных аттракционах (кобра, гонка в виар очках,…",False,False,True,False,False,False,negative,
